feature_f1,feature_f2,feature_f3,feature_f4,feature_f5,feature_f6,feature_f7,feature_f8,feature_f9,feature_f10,feature_f11,feature_f12,feature_f13,feature_f14,feature_f15,feature_f16,feature_f17,feature_f18,feature_f19,feature_f20,feature_f21,feature_f22,feature_f23,feature_f24,label_num
0.015873015873015872,0.015873015873015872,0.8571428571428571,63,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.225,0.45,0.0,0.0,0.0,0.0,0.0,0.12698412698412698,0.38749999999999996,8,0.0,0.75,1,2
0.0,0.011494252873563218,0.6666666666666666,87,0.42857142857142855,0.0,0.42857142857142855,0.3076923076923077,0.46153846153846156,0.0,0.022988505747126436,0.048,0.708,1.0,0.0,0.8333333333333334,0.0,0.0,0.04597701149425287,0.476,8,0.0,0.75,1,2
0.0,0.0,0.0,40,0.3333333333333333,0.0,0.16666666666666666,0.6363636363636364,0.09090909090909091,1.0,0.025,0.021,0.63,0.0,0.0,0.0,0.025,0.025,0.025,0.010499999999999954,8,0.0,0.625,1,1
0.0,0.0,1.0,88,0.875,0.0,0.125,0.5,0.4090909090909091,0.2,0.045454545454545456,-0.005,0.299,1.0,0.0,0.3,0.0,0.0,0.125,0.4975,8,0.0,0.625,1,1
0.0,0.0784313725490196,0.2,51,0.3333333333333333,0.0,0.6666666666666666,0.45454545454545453,0.0,0.0,0.0392156862745098,0.248,0.57,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.374,8,0.0,0.625,1,1
0.0,0.10526315789473684,0.0,38,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.05263157894736842,0.2,0.4,1.0,0.0,0.3333333333333333,0.0,0.0,0.02631578947368421,0.09999999999999998,8,0.0,0.625,1,1
0.0,0.034482758620689655,0.3333333333333333,58,0.75,0.0,0.25,0.36363636363636365,0.45454545454545453,0.0,0.0,0.184,0.743,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.40800000000000003,8,0.0,0.625,1,1
0.018867924528301886,0.018867924528301886,0.7142857142857143,106,0.8125,0.0,0.1875,0.30434782608695654,0.6521739130434783,0.16666666666666666,0.02830188679245283,-0.076,0.49,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.538,8,0.0,0.625,1,1
0.0,0.0,1.0,28,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.252,0.7,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.374,8,0.0,0.625,1,2
0.0,0.0,1.0,26,0.0,0.0,1.0,0.8,0.2,0.0,0.0,0.767,0.917,0.0,0.0,0.0,0.0,0.0,0.0,0.11650000000000005,8,0.0,0.625,1,2
0.04081632653061224,0.0,1.0,49,0.3333333333333333,0.0,0.6666666666666666,0.375,0.25,0.0,0.04081632653061224,0.3,0.475,1.0,0.0,0.4,0.0,0.0,0.0,0.09999999999999998,8,0.0,0.375,1,1
0.0,0.0,0.0,28,0.0,0.0,0.5,0.6666666666666666,0.3333333333333333,0.0,0.0,0.217,0.507,0.0,0.0,0.0,0.0,0.0,0.0,0.35850000000000004,8,0.0,0.375,1,1
0.0,0.043478260869565216,0.5,23,0.6666666666666666,0.0,0.3333333333333333,0.5,0.5,0.0,0.0,0.525,0.562,1.0,0.0,0.0,0.0,0.0,0.0,0.11250000000000004,8,0.125,0.375,1,1
0.0,0.037383177570093455,0.0,107,0.5833333333333334,0.0,0.3333333333333333,0.55,0.15,0.0,0.018691588785046728,0.26,0.631,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.37,8,0.0,0.375,1,1
0.0,0.0,1.0,32,0.3333333333333333,0.0,0.3333333333333333,0.5,0.5,0.0,0.03125,0.382,0.661,0.0,0.0,0.0,0.03125,0.03125,0.0625,0.05899999999999994,8,0.0,0.375,1,1
0.0,0.058823529411764705,0.16666666666666666,85,0.6,0.0,0.4,0.5555555555555556,0.2222222222222222,0.0,0.011764705882352941,0.401,0.65,1.0,0.0,0.0,0.0,0.0,0.03529411764705882,0.04949999999999999,8,0.0,0.375,1,1
0.009615384615384616,0.019230769230769232,0.3333333333333333,104,0.6,0.0,0.3,0.7777777777777778,0.16666666666666666,0.0,0.0,0.264,0.542,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.368,8,0.0,0.375,1,2
0.0,0.035211267605633804,0.2857142857142857,142,0.6666666666666666,0.0,0.3333333333333333,0.5757575757575758,0.21212121212121213,0.42857142857142855,0.02112676056338028,-0.107,0.382,0.5,0.5,0.42857142857142855,0.0,0.0,0.028169014084507043,0.1965,8,0.0,0.375,1,2
0.0,0.029411764705882353,0.5,34,0.6,0.0,0.4,0.3333333333333333,0.3333333333333333,0.0,0.029411764705882353,0.23,0.383,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.135,6,0.0,0.3333333333333333,2,1
0.0,0.06,0.25,50,0.0,0.0,1.0,0.2857142857142857,0.2857142857142857,0.25,0.02,0.186,0.501,0.0,0.0,0.0,0.0,0.0,0.0,0.15700000000000003,6,0.0,0.3333333333333333,2,1
0.0,0.034482758620689655,0.0,29,0.25,0.0,0.5,0.5714285714285714,0.2857142857142857,0.0,0.0,0.196,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.402,6,0.0,0.3333333333333333,2,1
0.0,0.0,1.0,78,0.14285714285714285,0.0,0.5714285714285714,0.625,0.0,0.0,0.02564102564102564,0.212,0.473,1.0,0.0,0.3333333333333333,0.0,0.0,0.02564102564102564,0.394,6,0.0,0.3333333333333333,2,1
0.012875536480686695,0.004291845493562232,0.75,233,0.08333333333333333,0.0,0.75,0.44,0.22,0.2222222222222222,0.017167381974248927,0.091,0.431,1.0,0.0,0.5555555555555556,0.004291845493562232,0.004291845493562232,0.012875536480686695,0.045499999999999985,6,0.0,0.3333333333333333,2,2
0.0,0.0,0.0,24,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.733,0.65,1.0,0.0,0.0,0.0,0.0,0.0,0.11650000000000005,6,0.0,0.3333333333333333,2,2
0.0,0.07407407407407407,0.3333333333333333,27,0.5,0.0,0.5,0.5,0.16666666666666666,0.0,0.0,0.44,0.65,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.030000000000000027,7,0.0,0.42857142857142855,1,1
0.0043859649122807015,0.0,1.0,228,0.37037037037037035,0.0,0.5925925925925926,0.46808510638297873,0.2553191489361702,0.07142857142857142,0.02631578947368421,0.128,0.485,1.0,0.0,0.0,0.0,0.0,0.008771929824561403,0.06400000000000006,7,0.0,0.42857142857142855,1,1
0.0,0.034482758620689655,0.0,29,0.0,0.0,1.0,0.8,0.2,0.0,0.0,0.107,0.229,0.0,0.0,0.0,0.0,0.0,0.0,0.07150000000000001,7,0.125,0.42857142857142855,1,1
0.0,0.029411764705882353,0.0,34,0.5,0.0,0.5,0.36363636363636365,0.0,0.0,0.058823529411764705,0.55,0.631,1.0,0.0,0.0,0.0,0.0,0.08823529411764706,0.775,7,0.0,0.42857142857142855,1,1
0.0,0.0,0.0,43,0.5,0.0,0.5,0.38461538461538464,0.15384615384615385,0.0,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.25,0.42857142857142855,1,1
0.03278688524590164,0.0,0.0,122,0.0,0.0,0.23076923076923078,0.48,0.0,0.0,0.01639344262295082,0.202,0.529,0.0,0.0,0.0,0.0,0.0,0.02459016393442623,0.399,7,0.0,0.42857142857142855,1,1
0.0,0.0196078431372549,0.6666666666666666,51,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.6666666666666666,0.0,0.0196078431372549,0.279,0.503,0.0,0.0,0.0,0.0196078431372549,0.0196078431372549,0.0784313725490196,0.36050000000000004,7,0.0,0.42857142857142855,1,2
0.019230769230769232,0.019230769230769232,0.0,52,0.0,0.0,0.3333333333333333,0.4166666666666667,0.0,0.0,0.057692307692307696,0.006,0.25,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.503,6,0.0,0.6666666666666666,1,1
0.0,0.02857142857142857,0.5,35,0.7142857142857143,0.0,0.2857142857142857,0.0,0.5,0.0,0.05714285714285714,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,6,0.0,0.6666666666666666,1,1
0.018867924528301886,0.0,0.0,53,0.625,0.0,0.375,0.7,0.2,0.0,0.018867924528301886,0.162,0.395,0.0,0.0,0.0,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.16900000000000004,6,0.0,0.6666666666666666,1,1
0.0,0.05172413793103448,0.4,58,0.6666666666666666,0.0,0.3333333333333333,0.7333333333333333,0.26666666666666666,0.0,0.017241379310344827,0.116,0.553,1.0,0.0,0.6666666666666666,0.0,0.0,0.017241379310344827,0.44199999999999995,6,0.0,0.6666666666666666,1,1
0.018867924528301886,0.018867924528301886,0.5,53,0.8333333333333334,0.0,0.16666666666666666,0.3333333333333333,0.2,0.0,0.018867924528301886,0.101,0.533,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.4495,6,0.0,0.6666666666666666,1,1
0.0,0.0,0.0,52,0.8888888888888888,0.1111111111111111,0.0,0.4166666666666667,0.3333333333333333,0.0,0.019230769230769232,0.6,0.689,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.19999999999999996,6,0.0,0.6666666666666666,1,1
0.0,0.045454545454545456,0.5,22,0.5,0.0,0.5,0.0,0.6,0.0,0.045454545454545456,-0.607,0.929,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.1965,8,0.0,0.625,1,1
0.0,0.02857142857142857,0.0,35,0.25,0.0,0.75,0.25,0.5,0.0,0.0,0.775,0.967,1.0,0.0,0.5,0.0,0.0,0.0,0.38749999999999996,8,0.0,0.625,1,1
0.0,0.0,0.0,37,0.2857142857142857,0.0,0.5714285714285714,0.16666666666666666,0.3333333333333333,0.0,0.02702702702702703,-0.091,0.639,0.0,0.0,0.0,0.0,0.0,0.0,0.4205,8,0.125,0.625,1,1
0.0,0.0,1.0,38,0.25,0.0,0.25,0.375,0.25,0.0,0.02631578947368421,-0.239,0.595,1.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.3805,8,0.0,0.625,1,1
0.0,0.0,0.0,38,0.5714285714285714,0.0,0.0,0.4444444444444444,0.2222222222222222,0.0,0.0,0.15,0.3,1.0,0.0,0.5,0.0,0.0,0.0,0.42500000000000004,8,0.0,0.625,1,1
0.014084507042253521,0.04225352112676056,0.25,71,0.25,0.0,0.625,0.8333333333333334,0.16666666666666666,0.0,0.014084507042253521,0.3,0.588,1.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.35,8,0.0,0.625,1,1
0.0053475935828877,0.053475935828877004,0.16666666666666666,187,0.22727272727272727,0.36363636363636365,0.36363636363636365,0.375,0.325,0.0,0.016042780748663103,0.126,0.609,0.5,0.5,0.1,0.0,0.0,0.016042780748663103,0.43700000000000006,8,0.0,0.625,1,2
0.016129032258064516,0.016129032258064516,0.6666666666666666,62,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6363636363636364,0.18181818181818182,0.25,0.016129032258064516,0.055,0.438,0.0,1.0,0.25,0.0,0.0,0.04838709677419355,0.27749999999999997,8,0.0,0.625,1,2
0.0,0.0,0.0,26,0.2,0.0,0.8,0.6,0.2,0.0,0.0,0.517,0.917,0.0,0.0,0.0,0.0,0.0,0.0,0.008499999999999952,6,0.0,0.6666666666666666,1,1
0.0,0.10256410256410256,0.2,39,1.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.08,0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.20999999999999996,6,0.0,0.6666666666666666,1,1
0.0,0.0,1.0,29,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.0,0.0,-0.266,0.439,0.0,0.0,0.0,0.0,0.0,0.0,0.367,6,0.0,0.6666666666666666,1,1
0.03389830508474576,0.0,0.0,59,0.8571428571428571,0.0,0.14285714285714285,0.5384615384615384,0.3076923076923077,0.0,0.01694915254237288,0.168,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.41600000000000004,6,0.0,0.6666666666666666,1,1
0.009708737864077669,0.0,0.0,103,0.6,0.0,0.4,0.36363636363636365,0.5,0.4,0.0,0.314,0.535,1.0,0.0,0.5,0.0,0.0,0.009708737864077669,0.34299999999999997,6,0.0,0.6666666666666666,1,2
0.0,0.02631578947368421,0.6666666666666666,38,0.75,0.0,0.0,0.75,0.0,0.0,0.0,0.081,0.747,0.0,0.0,0.0,0.0,0.0,0.0,0.4595,6,0.0,0.6666666666666666,1,2
0.015873015873015872,0.031746031746031744,0.0,63,0.3333333333333333,0.0,0.6666666666666666,0.5384615384615384,0.0,0.0,0.0,0.212,0.713,1.0,0.0,0.2,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.14400000000000002,8,0.0,0.375,1,1
0.0,0.0,0.0,36,0.5,0.0,0.5,0.18181818181818182,0.2727272727272727,1.0,0.027777777777777776,0.369,0.538,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0655,8,0.0,0.375,1,1
0.0,0.03389830508474576,0.0,59,0.6666666666666666,0.0,0.3333333333333333,0.6428571428571429,0.07142857142857142,0.0,0.01694915254237288,0.027,0.385,0.0,0.0,0.0,0.0,0.0,0.03389830508474576,0.23650000000000004,8,0.0,0.375,1,1
0.0,0.0,1.0,51,0.42857142857142855,0.0,0.5714285714285714,0.5454545454545454,0.0,0.0,0.0196078431372549,0.31,0.68,1.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.030000000000000027,8,0.125,0.375,1,1
0.044444444444444446,0.044444444444444446,0.3333333333333333,45,1.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.022222222222222223,-0.176,0.748,0.0,0.0,0.0,0.0,0.0,0.0,0.41200000000000003,8,0.0,0.375,1,1
0.0,0.022222222222222223,0.5,45,0.5,0.0,0.3333333333333333,0.16666666666666666,0.5,0.0,0.022222222222222223,0.446,0.686,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.277,8,0.0,0.375,1,1
0.0,0.019230769230769232,0.6666666666666666,52,0.0,0.75,0.25,0.42857142857142855,0.2857142857142857,0.25,0.038461538461538464,0.332,0.489,1.0,0.0,0.25,0.0,0.0,0.019230769230769232,0.33399999999999996,8,0.0,0.375,1,2
0.0,0.0,1.0,43,0.0,0.0,1.0,0.5,0.2,0.5,0.0,0.005,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.24750000000000005,8,0.0,0.375,1,2
0.0,0.0,1.0,73,0.0,0.0,0.4,0.6,0.1,0.0,0.0,0.12,0.553,1.0,0.0,0.125,0.0,0.0,0.0958904109589041,0.18999999999999995,4,0.0,0.5,1,1
0.007352941176470588,0.022058823529411766,0.4,136,0.5714285714285714,0.07142857142857142,0.35714285714285715,0.2903225806451613,0.41935483870967744,0.0,0.03676470588235294,0.029,0.368,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.48550000000000004,4,0.0,0.5,1,1
0.0,0.0,0.0,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.229,0.674,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.38549999999999995,4,0.0,0.5,1,2
0.009345794392523364,0.028037383177570093,0.25,107,0.3125,0.0,0.375,0.47058823529411764,0.17647058823529413,0.0,0.0,0.06,0.375,1.0,0.0,0.0,0.0,0.0,0.04672897196261682,0.1133333333333334,4,0.33333333333333337,0.5,1,2
0.0,0.016129032258064516,0.5,62,0.5,0.0,0.3333333333333333,0.5,0.1,0.0,0.03225806451612903,0.18,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.16000000000000003,8,0.0,0.5,1,1
0.017241379310344827,0.017241379310344827,0.0,58,0.625,0.0,0.25,0.4166666666666667,0.5833333333333334,0.0,0.0,0.411,0.491,1.0,0.0,0.2,0.0,0.0,0.0,0.044499999999999984,8,0.0,0.5,1,1
0.0,0.05128205128205128,0.0,39,0.45454545454545453,0.0,0.5454545454545454,0.0,0.8571428571428571,0.0,0.02564102564102564,-0.7,0.667,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.09999999999999998,8,0.25,0.5,1,1
0.0,0.0,0.0,23,1.0,0.0,0.0,0.2,0.2,0.0,0.0,0.35,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.32499999999999996,8,0.0,0.5,1,1
0.017857142857142856,0.03571428571428571,0.3333333333333333,56,0.5714285714285714,0.0,0.42857142857142855,0.21428571428571427,0.35714285714285715,0.5,0.03571428571428571,0.283,0.446,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.35850000000000004,8,0.0,0.5,1,1
0.0,0.01904761904761905,0.3333333333333333,105,0.10526315789473684,0.631578947368421,0.2631578947368421,0.45,0.2,0.0,0.009523809523809525,0.472,0.596,0.0,0.0,0.0,0.0,0.0,0.01904761904761905,0.264,8,0.0,0.5,1,1
0.014251781472684086,0.011876484560570071,0.5454545454545454,421,0.5423728813559322,0.0,0.3728813559322034,0.4642857142857143,0.13095238095238096,0.0,0.014251781472684086,0.076,0.524,1.0,0.0,0.038461538461538464,0.0,0.0,0.028503562945368172,0.21199999999999997,8,0.0,0.5,1,2
0.03333333333333333,0.03333333333333333,0.0,30,0.0,0.0,0.0,0.3076923076923077,0.3076923076923077,0.5,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,8,0.0,0.5,1,2
0.0,0.08108108108108109,0.4,37,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.02702702702702703,0.479,0.644,0.0,0.0,0.0,0.02702702702702703,0.02702702702702703,0.0,0.010499999999999954,6,0.0,0.6666666666666666,1,1
0.027777777777777776,0.027777777777777776,0.0,36,0.3333333333333333,0.0,0.6666666666666666,0.6,0.2,0.0,0.0,0.233,0.733,0.0,0.0,0.0,0.0,0.0,0.0,0.13349999999999995,6,0.0,0.6666666666666666,1,1
0.0,0.0196078431372549,0.0,51,0.25,0.0,0.625,0.125,0.875,0.0,0.0,0.429,0.729,0.0,0.0,0.0,0.0,0.0,0.0,0.2855,6,0.0,0.6666666666666666,1,1
0.0,0.0,1.0,25,0.0,0.0,0.5,0.625,0.125,0.0,0.0,0.421,0.546,1.0,0.0,0.5,0.0,0.0,0.0,0.2895,6,0.0,0.6666666666666666,1,1
0.0,0.0,1.0,41,0.6,0.0,0.4,0.42857142857142855,0.42857142857142855,0.0,0.024390243902439025,0.085,0.376,0.0,0.0,0.0,0.024390243902439025,0.024390243902439025,0.07317073170731707,0.4575,6,0.0,0.6666666666666666,1,1
0.021739130434782608,0.043478260869565216,0.3333333333333333,46,1.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.021739130434782608,0.214,0.229,1.0,0.0,0.5,0.0,0.0,0.043478260869565216,0.393,6,0.0,0.6666666666666666,1,1
0.0,0.025974025974025976,0.5,77,0.5,0.0,0.375,0.6923076923076923,0.23076923076923078,0.0,0.012987012987012988,0.178,0.577,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.08899999999999997,8,0.25,0.75,1,1
0.03278688524590164,0.02459016393442623,0.4,122,0.8333333333333334,0.0,0.16666666666666666,0.41935483870967744,0.2903225806451613,0.1,0.02459016393442623,-0.073,0.469,0.0,0.0,0.0,0.0,0.0,0.02459016393442623,0.5365,8,0.0,0.75,1,1
